chr	coordinate	ORF
chrXIII	895648	YMR310C
chrXIII	896862	YMR311C
chrXIII	899279	YMR313C
chrXIII	899344	YMR312W
chrXIII	902571	YMR314W
chrXIII	903960	YMR315W
chrXIII	905892	YMR316W
chrXIII	910897	YMR318C
chrXIII	910971	YMR317W
chrXIII	912654	YMR319C
chrXIV	294	YNL339C
chrXIV	9556	YNL336W
chrXIV	12092	YNL334C
chrXIV	12244	YNL335W
chrXIV	14305	YNL333W
chrXIV	15902	YNL331C
chrXIV	17940	YNL330C
chrXIV	19481	YNL329C
chrXIV	22533	YNL328C
chrXIV	27184	YNL326C
chrXIV	27226	YNL327W
chrXIV	28679	YNL325C
chrXIV	33217	YNL322C
chrXIV	33326	YNL323W
chrXIV	37555	YNL321W
chrXIV	38647	YNL320W
chrXIV	41917	YNL316C
chrXIV	42091	YNL317W
chrXIV	43219	YNL315C
chrXIV	45221	YNL313C
chrXIV	45311	YNL314W
chrXIV	49294	YNL312W
chrXIV	49333	YNL311C
chrXIV	51818	YNL310C
chrXIV	54048	YNL308C
chrXIV	54123	YNL309W
chrXIV	56123	YNL307C
chrXIV	58805	YNL305C
chrXIV	58899	YNL306W
chrXIV	61681	YNL304W
chrXIV	61837	YNL302C
chrXIV	63410	YNL301C
chrXIV	66308	YNL300W
chrXIV	68509	YNL299W
chrXIV	71549	YNL298W
chrXIV	71599	YNL297C
chrXIV	78504	YNL294C
chrXIV	78660	YNL295W
chrXIV	82642	YNL293W
chrXIV	84125	YNL291C
chrXIV	84132	YNL292W
chrXIV	87359	YNL290W
chrXIV	88878	YNL289W
chrXIV	91498	YNL288W
chrXIV	95020	YNL287W
chrXIV	96175	YNL286W
chrXIV	103058	YNL284C
chrXIV	105130	YNL283C
chrXIV	108600	YNL282W
chrXIV	108990	YNL280C
chrXIV	109120	YNL281W
chrXIV	113154	YNL279W
chrXIV	116645	YNL278W
chrXIV	118918	YNL277W
chrXIV	120987	YNL274C
chrXIV	121092	YNL275W
chrXIV	126667	YNL273W
chrXIV	126759	YNL272C
chrXIV	129364	YNL271C
chrXIV	140515	YNL268W
chrXIV	144130	YNL265C
chrXIV	144209	YNL267W
chrXIV	145417	YNL264C
chrXIV	146796	YNL263C
chrXIV	155048	YNL262W
chrXIV	156517	YNL260C
chrXIV	156641	YNL261W
chrXIV	157538	YNL259C
chrXIV	157994	YNL258C
chrXIV	160585	YNL257C
chrXIV	167041	YNL255C
chrXIV	167173	YNL256W
chrXIV	167815	YNL254C
chrXIV	171302	YNL252C
chrXIV	171437	YNL253W
chrXIV	172426	YNL251C
chrXIV	179367	YNL249C
chrXIV	179496	YNL250W
chrXIV	181169	YNL248C
chrXIV	185321	YNL247W
chrXIV	186627	YNL246W
chrXIV	187026	YNL244C
chrXIV	191014	YNL243W
chrXIV	196150	YNL242W
chrXIV	196221	YNL241C
chrXIV	198385	YNL240C
chrXIV	202041	YNL239W
chrXIV	205004	YNL238W
chrXIV	206755	YNL237W
chrXIV	209945	YNL236W
chrXIV	211589	YNL234W
chrXIV	214685	YNL233W
chrXIV	215870	YNL232W
chrXIV	215910	YNL231C
chrXIV	217144	YNL230C
chrXIV	218906	YNL229C
chrXIV	220587	YNL227C
chrXIV	222586	YNL225C
chrXIV	224639	YNL224C
chrXIV	229034	YNL223W
chrXIV	229762	YNL222W
chrXIV	230909	YNL221C
chrXIV	235807	YNL220W
chrXIV	235837	YNL219C
chrXIV	240257	YNL218W
chrXIV	241414	YNL217W
chrXIV	244308	YNL216W
chrXIV	245459	YNL215W
chrXIV	246365	YNL213C
chrXIV	246470	YNL214W
chrXIV	249820	YNL211C
chrXIV	249945	YNL212W
chrXIV	254019	YNL209W
chrXIV	255112	YNL208W
chrXIV	256721	YNL206C
chrXIV	256789	YNL207W
chrXIV	258314	YNL204C
chrXIV	260432	YNL201C
chrXIV	260564	YNL202W
chrXIV	263599	YNL200C
chrXIV	264754	YNL199C
chrXIV	267513	YNL197C
chrXIV	271430	YNL195C
chrXIV	276095	YNL193W
chrXIV	280000	YNL192W
chrXIV	281619	YNL191W
chrXIV	286009	YNL189W
chrXIV	287626	YNL188W
chrXIV	289439	YNL187W
chrXIV	291983	YNL186W
chrXIV	292066	YNL185C
chrXIV	293035	YNL183C
chrXIV	295875	YNL182C
chrXIV	299577	YNL180C
chrXIV	299673	YNL181W
chrXIV	303465	YNL178W
chrXIV	303502	YNL177C
chrXIV	304819	YNL176C
chrXIV	307281	YNL175C
chrXIV	308811	YNL173C
chrXIV	316058	YNL169C
chrXIV	316199	YNL172W
chrXIV	317874	YNL168C
chrXIV	319199	YNL167C
chrXIV	322105	YNL166C
chrXIV	325198	YNL164C
chrXIV	325203	YNL165W
chrXIV	326622	YNL163C
chrXIV	330922	YNL162W-A
chrXIV	332239	YNL162W
chrXIV	334956	YNL161W
chrXIV	337825	YNL160W
chrXIV	338270	YNL159C
chrXIV	340479	YNL158W
chrXIV	340916	YNL157W
chrXIV	340946	YNL156C
chrXIV	343428	YNL155W
chrXIV	343490	YNL154C
chrXIV	345448	YNL153C
chrXIV	347621	YNL151C
chrXIV	347627	YNL152W
chrXIV	349240	YNL149C
chrXIV	349750	YNL148C
chrXIV	351342	YNL146C-A
chrXIV	351457	YNL147W
chrXIV	352335	YNL146W
chrXIV	352705	YNL145W
chrXIV	352762	YNL144C
chrXIV	359049	YNL142W
chrXIV	360691	YNL141W
chrXIV	360744	YNL139C
chrXIV	366655	YNL138W-A
chrXIV	368513	YNL138W
chrXIV	368514	YNL137C
chrXIV	371747	YNL135C
chrXIV	371761	YNL136W
chrXIV	372400	YNL134C
chrXIV	374057	YNL133C
chrXIV	378578	YNL132W
chrXIV	379446	YNL130C
chrXIV	379550	YNL131W
chrXIV	381226	YNL130C-A
chrXIV	382338	YNL129W
chrXIV	383914	YNL128W
chrXIV	387137	YNL127W
chrXIV	389768	YNL126W
chrXIV	390029	YNL125C
chrXIV	394458	YNL124W
chrXIV	397742	YNL123W
chrXIV	397892	YNL122C
chrXIV	398448	YNL121C
chrXIV	402485	YNL118C
chrXIV	402653	YNL119W
chrXIV	408151	YNL117W
chrXIV	409966	YNL115C
chrXIV	410072	YNL116W
chrXIV	413369	YNL113W
chrXIV	416422	YNL112W
chrXIV	416699	YNL111C
chrXIV	417706	YNL110C
chrXIV	418869	YNL108C
chrXIV	420751	YNL106C
chrXIV	420973	YNL107W
chrXIV	424802	YNL104C
chrXIV	429834	YNL103W
chrXIV	434560	YNL102W
chrXIV	437338	YNL101W
chrXIV	438305	YNL099C
chrXIV	438433	YNL100W
chrXIV	439482	YNL098C
chrXIV	440579	YNL097C-B
chrXIV	441235	YNL097C
chrXIV	443204	YNL096C
chrXIV	444802	YNL095C
chrXIV	449425	YNL094W
chrXIV	450824	YNL093W
chrXIV	452081	YNL092W
chrXIV	456206	YNL091W
chrXIV	457501	YNL090W
chrXIV	462148	YNL088W
chrXIV	466124	YNL087W
chrXIV	466974	YNL086W
chrXIV	469908	YNL085W
chrXIV	469976	YNL084C
chrXIV	473178	YNL083W
chrXIV	476002	YNL081C
chrXIV	476095	YNL082W
chrXIV	476826	YNL080C
chrXIV	478388	YNL079C
chrXIV	481081	YNL078W
chrXIV	483020	YNL077W
chrXIV	485378	YNL076W
chrXIV	486552	YNL075W
chrXIV	486609	YNL074C
chrXIV	490201	YNL073W
chrXIV	491311	YNL072W
chrXIV	493126	YNL071W
chrXIV	493693	YNL070W
chrXIV	493800	YNL069C
chrXIV	495531	YNL068C
chrXIV	499720	YNL067W-B
chrXIV	500486	YNL067W
chrXIV	502973	YNL066W
chrXIV	505591	YNL065W
chrXIV	505746	YNL064C
chrXIV	508675	YNL062C
chrXIV	508777	YNL063W
chrXIV	512545	YNL061W
chrXIV	512571	YNL059C
chrXIV	515660	YNL058C
chrXIV	517861	YNL055C
chrXIV	518021	YNL056W
chrXIV	529854	YNL054W
chrXIV	531531	YNL053W
chrXIV	532443	YNL052W
chrXIV	533911	YNL051W
chrXIV	534011	YNL050C
chrXIV	535179	YNL049C
chrXIV	539828	YNL047C
chrXIV	539919	YNL048W
chrXIV	542976	YNL046W
chrXIV	545045	YNL045W
chrXIV	546045	YNL044W
chrXIV	549289	YNL041C
chrXIV	549384	YNL042W
chrXIV	554887	YNL040W
chrXIV	556885	YNL039W
chrXIV	557794	YNL037C
chrXIV	557896	YNL038W
chrXIV	560611	YNL036W
chrXIV	568314	YNL035C
chrXIV	574124	YNL033W
chrXIV	575390	YNL031C
chrXIV	575413	YNL032W
chrXIV	577095	YNL029C
chrXIV	577214	YNL030W
chrXIV	581730	YNL027W
chrXIV	583657	YNL026W
chrXIV	584075	YNL025C
chrXIV	586335	YNL024C-A
chrXIV	586997	YNL024C
chrXIV	588058	YNL023C
chrXIV	591267	YNL022C
chrXIV	595489	YNL020C
chrXIV	595578	YNL021W
chrXIV	604573	YNL016W
chrXIV	605803	YNL015W
chrXIV	609542	YNL014W
chrXIV	611755	YNL011C
chrXIV	611828	YNL012W
chrXIV	614463	YNL010W
chrXIV	616166	YNL008C
chrXIV	616299	YNL009W
chrXIV	618426	YNL007C
chrXIV	621163	YNL005C
chrXIV	621166	YNL006W
chrXIV	624759	YNL004W
chrXIV	624811	YNL003C
chrXIV	626107	YNL002C
chrXIV	628688	YNL001W
chrXIV	629502	YNR001C
chrXIV	634245	YNR003C
chrXIV	636537	YNR004W
chrXIV	638879	YNR007C
chrXIV	638963	YNR006W
chrXIV	642626	YNR008W
chrXIV	643595	YNR009W
chrXIV	644149	YNR011C
chrXIV	644271	YNR010W
chrXIV	648926	YNR013C
chrXIV	649029	YNR012W
chrXIV	653255	YNR014W
chrXIV	654568	YNR016C
chrXIV	654631	YNR015W
chrXIV	663719	YNR017W
chrXIV	665070	YNR018W
chrXIV	667328	YNR019W
chrXIV	667351	YNR020C
chrXIV	669661	YNR022C
chrXIV	669775	YNR021W
chrXIV	672241	YNR023W
chrXIV	672940	YNR026C
chrXIV	673090	YNR024W
chrXIV	676129	YNR027W
chrXIV	677064	YNR029C
chrXIV	677193	YNR028W
chrXIV	680584	YNR030W
chrXIV	680593	YNR031C
chrXIV	687141	YNR032C-A
chrXIV	687218	YNR032W
chrXIV	690069	YNR033W
chrXIV	691552	YNR034W
chrXIV	692951	YNR035C
chrXIV	692977	YNR034W-A
chrXIV	694198	YNR036C
chrXIV	694941	YNR037C
chrXIV	697557	YNR039C
chrXIV	697626	YNR038W
chrXIV	700493	YNR041C
chrXIV	700515	YNR040W
chrXIV	703208	YNR043W
chrXIV	705945	YNR044W
chrXIV	707657	YNR045W
chrXIV	708337	YNR046W
chrXIV	711432	YNR047W
chrXIV	712928	YNR049C
chrXIV	712999	YNR048W
chrXIV	713976	YNR050C
chrXIV	716398	YNR051C
chrXIV	719295	YNR052C
chrXIV	720934	YNR053C
chrXIV	723301	YNR054C
chrXIV	728210	YNR055C
chrXIV	733248	YNR057C
chrXIV	735847	YNR058W
chrXIV	738596	YNR059W
chrXIV	742397	YNR060W
chrXIV	742562	YNR061C
chrXIV	744126	YNR062C
chrXIV	748889	YNR064C
chrXIV	750283	YNR065C
chrXIV	755670	YNR067C
chrXIV	759828	YNR068C
chrXIV	770337	YNR071C
chrXIV	774670	YNR073C
chrXIV	777384	YNR074C
chrXIV	782416	YNR076W
chrXV	1382	YOL165C
chrXV	8308	YOL164W
chrXV	15145	YOL159C-A
chrXV	17252	YOL159C
chrXV	19359	YOL158C
chrXV	22375	YOL157C
chrXV	27101	YOL156W
chrXV	28598	YOL155C
chrXV	42733	YOL152W
chrXV	44789	YOL151W
chrXV	45670	YOL148C
chrXV	45752	YOL149W
chrXV	47757	YOL147C
chrXV	49440	YOL145C
chrXV	49539	YOL146W
chrXV	54522	YOL143C
chrXV	54618	YOL144W
chrXV	56343	YOL142W
chrXV	60199	YOL140W
chrXV	60268	YOL139C
chrXV	61281	YOL138C
chrXV	67227	YOL136C
chrXV	67324	YOL137W
chrXV	69317	YOL135C
chrXV	70976	YOL133W
chrXV	72739	YOL132W
chrXV	77343	YOL130W
chrXV	78199	YOL128C
chrXV	78261	YOL129W
chrXV	81269	YOL127W
chrXV	81548	YOL126C
chrXV	85290	YOL125W
chrXV	85303	YOL124C
chrXV	89513	YOL122C
chrXV	89587	YOL123W
chrXV	91969	YOL121C
chrXV	93307	YOL120C
chrXV	94709	YOL119C
chrXV	99587	YOL117W
chrXV	101189	YOL116W
chrXV	103278	YOL114C
chrXV	103337	YOL115W
chrXV	106386	YOL113W
chrXV	108205	YOL111C
chrXV	108285	YOL112W
chrXV	110039	YOL110W
chrXV	110792	YOL109W
chrXV	111216	YOL108C
chrXV	113193	YOL107W
chrXV	114011	YOL105C
chrXV	116148	YOL104C
chrXV	125888	YOL102C
chrXV	125965	YOL103W
chrXV	126914	YOL101C
chrXV	132434	YOL098C
chrXV	132760	YOL100W
chrXV	136440	YOL097C
chrXV	136643	YOL097W-A
chrXV	137973	YOL096C
chrXV	139158	YOL095C
chrXV	141533	YOL094C
chrXV	143820	YOL093W
chrXV	145172	YOL092W
chrXV	147219	YOL091W
chrXV	150232	YOL089C
chrXV	150372	YOL090W
chrXV	153751	YOL088C
chrXV	155026	YOL087C
chrXV	159459	YOL086C
chrXV	159539	YOL086W-A
chrXV	167020	YOL083W
chrXV	170080	YOL082W
chrXV	180404	YOL080C
chrXV	180477	YOL081W
chrXV	185236	YOL078W
chrXV	185738	YOL077C
chrXV	185745	YOL077W-A
chrXV	189466	YOL075C
chrXV	189531	YOL076W
chrXV	193784	YOL073C
chrXV	196471	YOL072W
chrXV	196965	YOL070C
chrXV	197151	YOL071W
chrXV	200154	YOL068C
chrXV	200435	YOL069W
chrXV	202632	YOL066C
chrXV	204662	YOL065C
chrXV	206003	YOL064C
chrXV	207342	YOL063C
chrXV	210442	YOL062C
chrXV	213742	YOL060C
chrXV	213822	YOL061W
chrXV	218695	YOL059W
chrXV	220614	YOL058W
chrXV	223049	YOL057W
chrXV	224347	YOL055C
chrXV	224352	YOL056W
chrXV	229913	YOL054W
chrXV	231292	YOL052C-A
chrXV	231318	YOL053W
chrXV	232333	YOL052C
chrXV	238409	YOL051W
chrXV	240073	YOL048C
chrXV	240217	YOL049W
chrXV	241501	YOL047C
chrXV	246931	YOL045W
chrXV	248296	YOL043C
chrXV	248342	YOL044W
chrXV	251178	YOL041C
chrXV	251184	YOL042W
chrXV	253026	YOL040C
chrXV	254739	YOL038C-A
chrXV	254811	YOL039W
chrXV	256167	YOL038W
chrXV	259413	YOL036W
chrXV	263356	YOL034W
chrXV	265209	YOL033W
chrXV	266213	YOL031C
chrXV	266217	YOL032W
chrXV	269712	YOL029C
chrXV	269841	YOL030W
chrXV	271806	YOL027C
chrXV	273914	YOL026C
chrXV	276979	YOL025W
chrXV	280168	YOL022C
chrXV	280257	YOL023W
chrXV	282323	YOL021C
chrXV	288043	YOL020W
chrXV	290552	YOL018C
chrXV	290774	YOL019W
chrXV	294704	YOL016C
chrXV	294787	YOL017W
chrXV	298898	YOL015W
chrXV	300298	YOL014W
chrXV	301326	YOL013C
chrXV	301346	YOL013W-A
chrXV	303419	YOL012C
chrXV	307687	YOL011W
chrXV	309014	YOL009C
chrXV	309143	YOL010W
chrXV	310982	YOL007C
chrXV	311088	YOL008W
chrXV	312948	YOL006C
chrXV	315779	YOL005C
chrXV	321587	YOL004W
chrXV	321733	YOL003C
chrXV	323356	YOL002C
chrXV	326268	YOL001W
chrXV	329104	YOR001W
chrXV	331141	YOR002W
chrXV	333073	YOR003W
chrXV	334393	YOR005C
chrXV	334497	YOR004W
chrXV	337608	YOR006C
chrXV	338788	YOR007C
chrXV	341031	YOR008C
chrXV	342857	YOR008C-A
chrXV	345931	YOR009W
chrXV	346111	YOR010C
chrXV	353932	YOR011W
chrXV	357290	YOR012W
chrXV	360250	YOR014W
chrXV	360304	YOR016C
chrXV	363956	YOR017W
chrXV	367022	YOR018W
chrXV	370423	YOR020C
chrXV	372157	YOR020W-A
chrXV	372645	YOR021C
chrXV	373681	YOR022C
chrXV	375959	YOR023C
chrXV	379712	YOR025W
chrXV	380988	YOR026W
chrXV	382911	YOR027W
chrXV	383208	YOR028C
chrXV	389528	YOR031W
chrXV	392319	YOR033C
chrXV	394729	YOR034C
chrXV	397333	YOR034C-A
chrXV	397659	YOR035C
chrXV	401283	YOR036W
chrXV	402662	YOR038C
chrXV	402736	YOR037W
chrXV	406797	YOR039W
chrXV	408272	YOR040W
chrXV	409734	YOR042W
chrXV	412486	YOR043W
chrXV	413700	YOR044W
chrXV	414197	YOR045W
chrXV	414391	YOR046C
chrXV	416180	YOR047C
chrXV	418539	YOR048C
chrXV	422428	YOR049C
chrXV	424730	YOR051C
chrXV	426505	YOR052C
chrXV	427755	YOR054C
chrXV	430188	YOR056C
chrXV	433427	YOR058C
chrXV	433450	YOR057W
chrXV	438851	YOR059C
chrXV	440247	YOR060C
chrXV	442648	YOR062C
chrXV	442775	YOR061W
chrXV	445967	YOR063W
chrXV	445992	YOR064C
chrXV	448670	YOR065W
chrXV	451533	YOR066W
chrXV	451651	YOR067C
chrXV	455841	YOR070C
chrXV	455910	YOR069W
chrXV	459266	YOR071C
chrXV	466591	YOR074C
chrXV	466676	YOR073W
chrXV	469300	YOR076C
chrXV	469305	YOR075W
chrXV	472779	YOR077W
chrXV	473406	YOR079C
chrXV	473408	YOR078W
chrXV	476853	YOR081C
chrXV	476958	YOR080W
chrXV	481804	YOR084W
chrXV	483132	YOR086C
chrXV	483188	YOR085W
chrXV	489851	YOR087W
chrXV	490002	YOR089C
chrXV	490835	YOR090C
chrXV	494534	YOR091W
chrXV	497170	YOR092W
chrXV	497335	YOR093C
chrXV	503436	YOR095C
chrXV	503495	YOR094W
chrXV	506857	YOR096W
chrXV	506875	YOR097C
chrXV	507826	YOR098C
chrXV	513099	YOR099W
chrXV	516360	YOR103C
chrXV	516380	YOR101W
chrXV	518574	YOR104W
chrXV	520081	YOR106W
chrXV	522627	YOR107W
chrXV	524928	YOR108W
chrXV	528822	YOR109W
chrXV	530309	YOR110W
chrXV	531437	YOR111W
chrXV	533856	YOR112W
chrXV	538571	YOR115C
chrXV	538660	YOR114W
chrXV	539665	YOR116C
chrXV	546468	YOR117W
chrXV	548626	YOR119C
chrXV	548734	YOR118W
chrXV	552112	YOR122C
chrXV	552189	YOR120W
chrXV	553116	YOR123C
chrXV	554745	YOR124C
chrXV	558892	YOR125C
chrXV	559894	YOR126C
chrXV	564368	YOR127W
chrXV	564415	YOR128C
chrXV	566697	YOR129C
chrXV	569861	YOR130C
chrXV	572126	YOR131C
chrXV	574880	YOR132W
chrXV	577811	YOR133W
chrXV	580164	YOR134W
chrXV	581513	YOR136W
chrXV	581685	YOR137C
chrXV	584237	YOR138C
chrXV	589539	YOR140W
chrXV	589907	YOR141C
chrXV	594238	YOR142W
chrXV	601360	YOR143C
chrXV	602567	YOR144C
chrXV	605258	YOR145C
chrXV	608563	YOR148C
chrXV	608648	YOR147W
chrXV	609503	YOR149C
chrXV	612589	YOR150W
chrXV	612962	YOR151C
chrXV	617361	YOR152C
chrXV	624488	YOR153W
chrXV	626572	YOR155C
chrXV	626661	YOR154W
chrXV	628107	YOR156C
chrXV	630914	YOR157C
chrXV	633094	YOR159C
chrXV	633270	YOR158W
chrXV	636841	YOR160W
chrXV	636842	YOR161C
chrXV	639412	YOR162C
chrXV	643238	YOR164C
chrXV	643380	YOR163W
chrXV	646953	YOR166C
chrXV	647063	YOR165W
chrXV	648673	YOR167C
chrXV	651794	YOR171C
chrXV	651810	YOR168W
chrXV	656744	YOR172W
chrXV	658442	YOR173W
chrXV	659653	YOR175C
chrXV	659726	YOR174W
chrXV	663714	YOR176W
chrXV	665628	YOR177C
chrXV	667521	YOR178C
chrXV	671575	YOR179C
chrXV	674094	YOR180C
chrXV	677970	YOR181W
chrXV	678107	YOR182C
chrXV	680660	YOR184W
chrXV	681378	YOR185C
chrXV	683723	YOR186W
chrXV	685463	YOR187W
chrXV	689310	YOR188W
chrXV	690197	YOR189W
chrXV	697496	YOR191W
chrXV	703648	YOR192C-C
chrXV	711614	YOR194C
chrXV	711690	YOR193W
chrXV	715432	YOR196C
chrXV	715577	YOR195W
chrXV	718432	YOR198C
chrXV	718455	YOR197W
chrXV	720344	YOR201C
chrXV	722774	YOR202W
chrXV	725039	YOR204W
chrXV	725423	YOR205C
chrXV	729724	YOR206W
chrXV	729889	YOR207C
chrXV	736276	YOR209C
chrXV	736311	YOR208W
chrXV	738823	YOR210W
chrXV	738845	YOR211C
chrXV	744202	YOR213C
chrXV	744363	YOR212W
chrXV	746583	YOR215C
chrXV	747354	YOR216C
chrXV	751907	YOR219C
chrXV	752114	YOR217W
chrXV	756293	YOR220W
chrXV	756307	YOR221C
chrXV	759287	YOR222W
chrXV	760718	YOR224C
chrXV	760807	YOR223W
chrXV	761457	YOR226C
chrXV	766726	YOR227W
chrXV	766741	YOR228C
chrXV	770017	YOR229W
chrXV	772276	YOR230W
chrXV	774318	YOR231W
chrXV	775414	YOR232W
chrXV	778315	YOR233W
chrXV	778477	YOR234C
chrXV	781611	YOR236W
chrXV	783351	YOR237W
chrXV	784679	YOR238W
chrXV	786951	YOR239W
chrXV	788635	YOR242C
chrXV	788785	YOR241W
chrXV	790055	YOR243C
chrXV	793961	YOR245C
chrXV	794043	YOR244W
chrXV	795718	YOR246C
chrXV	798444	YOR247W
chrXV	798620	YOR249C
chrXV	800932	YOR250C
chrXV	802455	YOR251C
chrXV	804304	YOR252W
chrXV	804906	YOR254C
chrXV	805019	YOR253W
chrXV	808185	YOR256C
chrXV	811561	YOR257W
chrXV	812319	YOR259C
chrXV	812413	YOR258W
chrXV	815838	YOR261C
chrXV	815841	YOR260W
chrXV	818436	YOR262W
chrXV	820360	YOR264W
chrXV	820988	YOR265W
chrXV	822353	YOR266W
chrXV	822391	YOR267C
chrXV	827925	YOR270C
chrXV	828027	YOR269W
chrXV	830941	YOR271C
chrXV	834234	YOR273C
chrXV	834274	YOR272W
chrXV	838952	YOR275C
chrXV	839025	YOR274W
chrXV	841910	YOR276W
chrXV	843628	YOR279C
chrXV	843754	YOR278W
chrXV	844890	YOR280C
chrXV	846166	YOR281C
chrXV	848288	YOR283W
chrXV	849490	YOR284W
chrXV	850122	YOR285W
chrXV	850869	YOR287C
chrXV	850975	YOR286W
chrXV	852037	YOR288C
chrXV	854167	YOR289W
chrXV	855079	YOR290C
chrXV	865592	YOR292C
chrXV	865658	YOR291W
chrXV	867993	YOR293W
chrXV	869100	YOR294W
chrXV	870125	YOR295W
chrXV	874254	YOR296W
chrXV	874614	YOR297C
chrXV	876996	YOR298C-A
chrXV	880734	YOR299W
chrXV	882582	YOR301W
chrXV	882853	YOR302W
chrXV	884209	YOR303W
chrXV	888003	YOR304W
chrXV	888178	YOR304C-A
chrXV	889763	YOR306C
chrXV	889828	YOR305W
chrXV	892626	YOR307C
chrXV	894331	YOR308C
chrXV	896568	YOR310C
chrXV	898847	YOR311C
chrXV	900168	YOR312C
chrXV	906112	YOR316C
chrXV	906136	YOR315W
chrXV	911694	YOR317W
chrXV	913523	YOR320C
chrXV	913595	YOR319W
chrXV	918323	YOR321W
chrXV	918453	YOR322C
chrXV	921465	YOR323C
chrXV	923097	YOR324C
chrXV	930612	YOR327C
chrXV	930672	YOR326W
chrXV	936488	YOR329C
chrXV	936724	YOR328W
chrXV	939500	YOR330C
chrXV	944418	YOR332W
chrXV	946100	YOR335C
chrXV	946103	YOR334W
chrXV	954001	YOR336W
chrXV	956895	YOR337W
chrXV	958115	YOR339C
chrXV	958242	YOR338W
chrXV	959121	YOR340C
chrXV	966262	YOR341W
chrXV	966586	YOR342C
chrXV	977011	YOR344C
chrXV	984882	YOR347C
chrXV	984953	YOR346W
chrXV	992807	YOR350C
chrXV	992992	YOR349W
chrXV	994730	YOR351C
chrXV	998312	YOR353C
chrXV	998322	YOR352W
chrXV	1001031	YOR354C
chrXV	1006896	YOR355W
chrXV	1009115	YOR357C
chrXV	1009232	YOR356W
chrXV	1011169	YOR358W
chrXV	1013020	YOR359W
chrXV	1013118	YOR360C
chrXV	1015275	YOR361C
chrXV	1017697	YOR362C
chrXV	1019881	YOR363C
chrXV	1023269	YOR365C
chrXV	1026693	YOR367W
chrXV	1028087	YOR369C
chrXV	1028176	YOR368W
chrXV	1029025	YOR370C
chrXV	1031405	YOR371C
chrXV	1034474	YOR372C
chrXV	1039491	YOR373W
chrXV	1041517	YOR374W
chrXV	1041590	YOR375C
chrXV	1045626	YOR376W-A
chrXV	1048024	YOR377W
chrXV	1051127	YOR378W
chrXV	1053000	YOR380W
chrXV	1057794	YOR381W
chrXV	1060086	YOR382W
chrXV	1060288	YOR383C
chrXV	1066198	YOR385W
chrXV	1068761	YOR386W
chrXV	1076405	YOR389W
chrXV	1078053	YOR390W
chrXV	1090940	YOR396W
chrXVI	12961	YPL279C
chrXVI	14809	YPL278C
chrXVI	24763	YPL274W
chrXVI	26167	YPL273W
chrXVI	26547	YPL272C
chrXVI	30384	YPL271W
chrXVI	32902	YPL270W
chrXVI	35093	YPL269W
chrXVI	37890	YPL268W
chrXVI	38865	YPL267W
chrXVI	40150	YPL266W
chrXVI	43031	YPL264C
chrXVI	43184	YPL265W
chrXVI	44473	YPL263C
chrXVI	48843	YPL262W
chrXVI	51042	YPL259C
chrXVI	51139	YPL260W
chrXVI	53396	YPL258C
chrXVI	64747	YPL256C
chrXVI	69112	YPL255W
chrXVI	70970	YPL253C
chrXVI	71020	YPL254W
chrXVI	73261	YPL252C
chrXVI	74120	YPL250C
chrXVI	75552	YPL249C-A
chrXVI	76619	YPL249C
chrXVI	79549	YPL248C
chrXVI	82509	YPL247C
chrXVI	84404	YPL246C
chrXVI	86917	YPL244C
chrXVI	87010	YPL245W
chrXVI	90384	YPL243W
chrXVI	90471	YPL242C
chrXVI	95300	YPL241C
chrXVI	96377	YPL240C
chrXVI	100252	YPL239W
chrXVI	101465	YPL237W
chrXVI	101467	YPL236C
chrXVI	104716	YPL235W
chrXVI	104828	YPL234C
chrXVI	106862	YPL233W
chrXVI	108229	YPL232W
chrXVI	114400	YPL231W
chrXVI	116593	YPL230W
chrXVI	117949	YPL229W
chrXVI	120145	YPL227C
chrXVI	120183	YPL228W
chrXVI	125609	YPL226W
chrXVI	126438	YPL224C
chrXVI	126573	YPL225W
chrXVI	128418	YPL223C
chrXVI	132302	YPL222W
chrXVI	135601	YPL221W
chrXVI	136531	YPL220W
chrXVI	138319	YPL219W
chrXVI	139472	YPL218W
chrXVI	139521	YPL217C
chrXVI	147324	YPL216W
chrXVI	148473	YPL214C
chrXVI	148584	YPL215W
chrXVI	151361	YPL213W
chrXVI	151362	YPL212C
chrXVI	154167	YPL211W
chrXVI	154205	YPL210C
chrXVI	156391	YPL209C
chrXVI	159662	YPL208W
chrXVI	162433	YPL207W
chrXVI	162544	YPL206C
chrXVI	165894	YPL204W
chrXVI	167638	YPL203W
chrXVI	168012	YPL202C
chrXVI	169721	YPL201C
chrXVI	171964	YPL199C
chrXVI	174795	YPL198W
chrXVI	175924	YPL196W
chrXVI	179108	YPL195W
chrXVI	181330	YPL194W
chrXVI	182633	YPL193W
chrXVI	183546	YPL191C
chrXVI	185053	YPL190C
chrXVI	188071	YPL189C-A
chrXVI	191095	YPL189W
chrXVI	192909	YPL188W
chrXVI	194258	YPL186C
chrXVI	195883	YPL184C
chrXVI	199416	YPL183C
chrXVI	199528	YPL183W-A
chrXVI	205064	YPL181W
chrXVI	207849	YPL180W
chrXVI	210026	YPL179W
chrXVI	212893	YPL178W
chrXVI	212932	YPL177C
chrXVI	215871	YPL176C
chrXVI	220071	YPL174C
chrXVI	220200	YPL175W
chrXVI	224199	YPL173W
chrXVI	224214	YPL172C
chrXVI	226032	YPL171C
